工程机械	城固县	县	20181109	20181112
园林绿化	城固县	县	20181109	20181112
其他工种	城固县	县	20181109	20181112
﻿工长	广平县	县	20181109	20181112
电工	广平县	县	20181109	20181112
木工	广平县	县	20181109	20181112
瓦工	广平县	县	20181109	20181112
油漆工	广平县	县	20181109	20181112
抹灰工	广平县	县	20181109	20181112
钢筋工	广平县	县	20181109	20181112
焊工	广平县	县	20181109	20181112
架子工	广平县	县	20181109	20181112
混凝土工	广平县	县	20181109	20181112
安装工	广平县	县	20181109	20181112
水电工	广平县	县	20181109	20181112
铺装工	广平县	县	20181109	20181112
防水工	广平县	县	20181109	20181112
吊顶工	广平县	县	20181109	20181112
管道工	广平县	县	20181109	20181112
普工/杂工	广平县	县	20181109	20181112
项目经理	广平县	县	20181109	20181112
监理	广平县	县	20181109	20181112
劳务经理	广平县	县	20181109	20181112
模板工	广平县	县	20181109	20181112
爆破工	广平县	县	20181109	20181112
养护工	广平县	县	20181109	20181112
古建工	广平县	县	20181109	20181112
拆除工	广平县	县	20181109	20181112
工程机械	广平县	县	20181109	20181112
园林绿化	广平县	县	20181109	20181112
其他工种	广平县	县	20181109	20181112
﻿工长	银川市	市	20181109	20181112
电工	银川市	市	20181109	20181112
木工	银川市	市	20181109	20181112
瓦工	银川市	市	20181109	20181112
油漆工	银川市	市	20181109	20181112
抹灰工	银川市	市	20181109	20181112
钢筋工	银川市	市	20181109	20181112
焊工	银川市	市	20181109	20181112
架子工	银川市	市	20181109	20181112
混凝土工	银川市	市	20181109	20181112
安装工	银川市	市	20181109	20181112
水电工	银川市	市	20181109	20181112
铺装工	银川市	市	20181109	20181112
防水工	银川市	市	20181109	20181112
吊顶工	银川市	市	20181109	20181112
管道工	银川市	市	20181109	20181112
普工/杂工	银川市	市	20181109	20181112
项目经理	银川市	市	20181109	20181112
监理	银川市	市	20181109	20181112
劳务经理	银川市	市	20181109	20181112
模板工	银川市	市	20181109	20181112
爆破工	银川市	市	20181109	20181112
养护工	银川市	市	20181109	20181112
古建工	银川市	市	20181109	20181112
拆除工	银川市	市	20181109	20181112
工程机械	银川市	市	20181109	20181112
园林绿化	银川市	市	20181109	20181112
其他工种	银川市	市	20181109	20181112
﻿工长	万州区	县	20181109	20181112
电工	万州区	县	20181109	20181112
木工	万州区	县	20181109	20181112
瓦工	万州区	县	20181109	20181112
油漆工	万州区	县	20181109	20181112
抹灰工	万州区	县	20181109	20181112
钢筋工	万州区	县	20181109	20181112
焊工	万州区	县	20181109	20181112
架子工	万州区	县	20181109	20181112
混凝土工	万州区	县	20181109	20181112
安装工	万州区	县	20181109	20181112
水电工	万州区	县	20181109	20181112
铺装工	万州区	县	20181109	20181112
防水工	万州区	县	20181109	20181112
吊顶工	万州区	县	20181109	20181112
管道工	万州区	县	20181109	20181112
普工/杂工	万州区	县	20181109	20181112
项目经理	万州区	县	20181109	20181112
监理	万州区	县	20181109	20181112
劳务经理	万州区	县	20181109	20181112
模板工	万州区	县	20181109	20181112
爆破工	万州区	县	20181109	20181112
养护工	万州区	县	20181109	20181112
古建工	万州区	县	20181109	20181112
拆除工	万州区	县	20181109	20181112
工程机械	万州区	县	20181109	20181112
园林绿化	万州区	县	20181109	20181112
其他工种	万州区	县	20181109	20181112
﻿工长	洛扎县	县	20181109	20181112
电工	洛扎县	县	20181109	20181112
木工	洛扎县	县	20181109	20181112
瓦工	洛扎县	县	20181109	20181112
油漆工	洛扎县	县	20181109	20181112
抹灰工	洛扎县	县	20181109	20181112
钢筋工	洛扎县	县	20181109	20181112
焊工	洛扎县	县	20181109	20181112
架子工	洛扎县	县	20181109	20181112
混凝土工	洛扎县	县	20181109	20181112
安装工	洛扎县	县	20181109	20181112
水电工	洛扎县	县	20181109	20181112
铺装工	洛扎县	县	20181109	20181112
防水工	洛扎县	县	20181109	20181112
吊顶工	洛扎县	县	20181109	20181112
管道工	洛扎县	县	20181109	20181112
普工/杂工	洛扎县	县	20181109	20181112
项目经理	洛扎县	县	20181109	20181112
监理	洛扎县	县	20181109	20181112
劳务经理	洛扎县	县	20181109	20181112
模板工	洛扎县	县	20181109	20181112
爆破工	洛扎县	县	20181109	20181112
养护工	洛扎县	县	20181109	20181112
古建工	洛扎县	县	20181109	20181112
拆除工	洛扎县	县	20181109	20181112
工程机械	洛扎县	县	20181109	20181112
园林绿化	洛扎县	县	20181109	20181112
其他工种	洛扎县	县	20181109	20181112
﻿工长	鄱阳县	县	20181109	20181112
电工	鄱阳县	县	20181109	20181112
木工	鄱阳县	县	20181109	20181112
瓦工	鄱阳县	县	20181109	20181112
油漆工	鄱阳县	县	20181109	20181112
抹灰工	鄱阳县	县	20181109	20181112
钢筋工	鄱阳县	县	20181109	20181112
焊工	鄱阳县	县	20181109	20181112
架子工	鄱阳县	县	20181109	20181112
混凝土工	鄱阳县	县	20181109	20181112
安装工	鄱阳县	县	20181109	20181112
水电工	鄱阳县	县	20181109	20181112
铺装工	鄱阳县	县	20181109	20181112
防水工	鄱阳县	县	20181109	20181112
吊顶工	鄱阳县	县	20181109	20181112
管道工	鄱阳县	县	20181109	20181112
普工/杂工	鄱阳县	县	20181109	20181112
项目经理	鄱阳县	县	20181109	20181112
监理	鄱阳县	县	20181109	20181112
劳务经理	鄱阳县	县	20181109	20181112
模板工	鄱阳县	县	20181109	20181112
爆破工	鄱阳县	县	20181109	20181112
养护工	鄱阳县	县	20181109	20181112
古建工	鄱阳县	县	20181109	20181112
拆除工	鄱阳县	县	20181109	20181112
工程机械	鄱阳县	县	20181109	20181112
园林绿化	鄱阳县	县	20181109	20181112
其他工种	鄱阳县	县	20181109	20181112
﻿工长	来安县	县	20181109	20181112
电工	来安县	县	20181109	20181112
木工	来安县	县	20181109	20181112
瓦工	来安县	县	20181109	20181112
油漆工	来安县	县	20181109	20181112
抹灰工	来安县	县	20181109	20181112
钢筋工	来安县	县	20181109	20181112
焊工	来安县	县	20181109	20181112
架子工	来安县	县	20181109	20181112
混凝土工	来安县	县	20181109	20181112
安装工	来安县	县	20181109	20181112
水电工	来安县	县	20181109	20181112
铺装工	来安县	县	20181109	20181112
防水工	来安县	县	20181109	20181112
吊顶工	来安县	县	20181109	20181112
管道工	来安县	县	20181109	20181112
普工/杂工	来安县	县	20181109	20181112
项目经理	来安县	县	20181109	20181112
监理	来安县	县	20181109	20181112
劳务经理	来安县	县	20181109	20181112
模板工	来安县	县	20181109	20181112
爆破工	来安县	县	20181109	20181112
养护工	来安县	县	20181109	20181112
古建工	来安县	县	20181109	20181112
拆除工	来安县	县	20181109	20181112
工程机械	来安县	县	20181109	20181112
园林绿化	来安县	县	20181109	20181112
其他工种	来安县	县	20181109	20181112
﻿工长	果洛	市	20181109	20181112
电工	果洛	市	20181109	20181112
木工	果洛	市	20181109	20181112
瓦工	果洛	市	20181109	20181112
油漆工	果洛	市	20181109	20181112
抹灰工	果洛	市	20181109	20181112
钢筋工	果洛	市	20181109	20181112
焊工	果洛	市	20181109	20181112
架子工	果洛	市	20181109	20181112
混凝土工	果洛	市	20181109	20181112
安装工	果洛	市	20181109	20181112
水电工	果洛	市	20181109	20181112
铺装工	果洛	市	20181109	20181112
防水工	果洛	市	20181109	20181112
吊顶工	果洛	市	20181109	20181112
管道工	果洛	市	20181109	20181112
普工/杂工	果洛	市	20181109	20181112
项目经理	果洛	市	20181109	20181112
监理	果洛	市	20181109	20181112
劳务经理	果洛	市	20181109	20181112
模板工	果洛	市	20181109	20181112
爆破工	果洛	市	20181109	20181112
养护工	果洛	市	20181109	20181112
古建工	果洛	市	20181109	20181112
拆除工	果洛	市	20181109	20181112
工程机械	果洛	市	20181109	20181112
园林绿化	果洛	市	20181109	20181112
其他工种	果洛	市	20181109	20181112
﻿工长	宣城市	市	20181109	20181112
电工	宣城市	市	20181109	20181112
木工	宣城市	市	20181109	20181112
瓦工	宣城市	市	20181109	20181112
油漆工	宣城市	市	20181109	20181112
抹灰工	宣城市	市	20181109	20181112
钢筋工	宣城市	市	20181109	20181112
焊工	宣城市	市	20181109	20181112
架子工	宣城市	市	20181109	20181112
混凝土工	宣城市	市	20181109	20181112
安装工	宣城市	市	20181109	20181112
水电工	宣城市	市	20181109	20181112
铺装工	宣城市	市	20181109	20181112
防水工	宣城市	市	20181109	20181112
吊顶工	宣城市	市	20181109	20181112
管道工	宣城市	市	20181109	20181112
普工/杂工	宣城市	市	20181109	20181112
项目经理	宣城市	市	20181109	20181112
监理	宣城市	市	20181109	20181112
劳务经理	宣城市	市	20181109	20181112
模板工	宣城市	市	20181109	20181112
爆破工	宣城市	市	20181109	20181112
养护工	宣城市	市	20181109	20181112
古建工	宣城市	市	20181109	20181112
拆除工	宣城市	市	20181109	20181112
工程机械	宣城市	市	20181109	20181112
园林绿化	宣城市	市	20181109	20181112
其他工种	宣城市	市	20181109	20181112
﻿工长	泰宁县	县	20181109	20181112
电工	泰宁县	县	20181109	20181112
木工	泰宁县	县	20181109	20181112
瓦工	泰宁县	县	20181109	20181112
油漆工	泰宁县	县	20181109	20181112
抹灰工	泰宁县	县	20181109	20181112
钢筋工	泰宁县	县	20181109	20181112
焊工	泰宁县	县	20181109	20181112
架子工	泰宁县	县	20181109	20181112
混凝土工	泰宁县	县	20181109	20181112
安装工	泰宁县	县	20181109	20181112
水电工	泰宁县	县	20181109	20181112
铺装工	泰宁县	县	20181109	20181112
防水工	泰宁县	县	20181109	20181112
吊顶工	泰宁县	县	20181109	20181112
管道工	泰宁县	县	20181109	20181112
普工/杂工	泰宁县	县	20181109	20181112
项目经理	泰宁县	县	20181109	20181112
监理	泰宁县	县	20181109	20181112
劳务经理	泰宁县	县	20181109	20181112
模板工	泰宁县	县	20181109	20181112
爆破工	泰宁县	县	20181109	20181112
养护工	泰宁县	县	20181109	20181112
古建工	泰宁县	县	20181109	20181112
拆除工	泰宁县	县	20181109	20181112
工程机械	泰宁县	县	20181109	20181112
园林绿化	泰宁县	县	20181109	20181112
其他工种	泰宁县	县	20181109	20181112
﻿工长	霍城县	县	20181109	20181112
电工	霍城县	县	20181109	20181112
木工	霍城县	县	20181109	20181112
瓦工	霍城县	县	20181109	20181112
油漆工	霍城县	县	20181109	20181112
抹灰工	霍城县	县	20181109	20181112
钢筋工	霍城县	县	20181109	20181112
焊工	霍城县	县	20181109	20181112
架子工	霍城县	县	20181109	20181112
混凝土工	霍城县	县	20181109	20181112
安装工	霍城县	县	20181109	20181112
水电工	霍城县	县	20181109	20181112
铺装工	霍城县	县	20181109	20181112
防水工	霍城县	县	20181109	20181112
吊顶工	霍城县	县	20181109	20181112
管道工	霍城县	县	20181109	20181112
普工/杂工	霍城县	县	20181109	20181112
项目经理	霍城县	县	20181109	20181112
监理	霍城县	县	20181109	20181112
劳务经理	霍城县	县	20181109	20181112
模板工	霍城县	县	20181109	20181112
爆破工	霍城县	县	20181109	20181112
养护工	霍城县	县	20181109	20181112
古建工	霍城县	县	20181109	20181112
拆除工	霍城县	县	20181109	20181112
工程机械	霍城县	县	20181109	20181112
园林绿化	霍城县	县	20181109	20181112
其他工种	霍城县	县	20181109	20181112
﻿工长	昌图县	县	20181109	20181112
电工	昌图县	县	20181109	20181112
木工	昌图县	县	20181109	20181112
瓦工	昌图县	县	20181109	20181112
油漆工	昌图县	县	20181109	20181112
抹灰工	昌图县	县	20181109	20181112
钢筋工	昌图县	县	20181109	20181112
焊工	昌图县	县	20181109	20181112
架子工	昌图县	县	20181109	20181112
混凝土工	昌图县	县	20181109	20181112
安装工	昌图县	县	20181109	20181112
水电工	昌图县	县	20181109	20181112
铺装工	昌图县	县	20181109	20181112
防水工	昌图县	县	20181109	20181112
吊顶工	昌图县	县	20181109	20181112
管道工	昌图县	县	20181109	20181112
普工/杂工	昌图县	县	20181109	20181112
项目经理	昌图县	县	20181109	20181112
监理	昌图县	县	20181109	20181112
劳务经理	昌图县	县	20181109	20181112
模板工	昌图县	县	20181109	20181112
爆破工	昌图县	县	20181109	20181112
养护工	昌图县	县	20181109	20181112
古建工	昌图县	县	20181109	20181112
拆除工	昌图县	县	20181109	20181112
工程机械	昌图县	县	20181109	20181112
园林绿化	昌图县	县	20181109	20181112
其他工种	昌图县	县	20181109	20181112
﻿工长	勐海县	县	20181109	20181112
电工	勐海县	县	20181109	20181112
木工	勐海县	县	20181109	20181112
瓦工	勐海县	县	20181109	20181112
油漆工	勐海县	县	20181109	20181112
抹灰工	勐海县	县	20181109	20181112
钢筋工	勐海县	县	20181109	20181112
焊工	勐海县	县	20181109	20181112
架子工	勐海县	县	20181109	20181112
混凝土工	勐海县	县	20181109	20181112
安装工	勐海县	县	20181109	20181112
水电工	勐海县	县	20181109	20181112
铺装工	勐海县	县	20181109	20181112
防水工	勐海县	县	20181109	20181112
吊顶工	勐海县	县	20181109	20181112
管道工	勐海县	县	20181109	20181112
普工/杂工	勐海县	县	20181109	20181112
项目经理	勐海县	县	20181109	20181112
监理	勐海县	县	20181109	20181112
劳务经理	勐海县	县	20181109	20181112
模板工	勐海县	县	20181109	20181112
爆破工	勐海县	县	20181109	20181112
养护工	勐海县	县	20181109	20181112
古建工	勐海县	县	20181109	20181112
拆除工	勐海县	县	20181109	20181112
工程机械	勐海县	县	20181109	20181112
园林绿化	勐海县	县	20181109	20181112
其他工种	勐海县	县	20181109	20181112
﻿工长	伽师县	县	20181109	20181112
电工	伽师县	县	20181109	20181112
木工	伽师县	县	20181109	20181112
瓦工	伽师县	县	20181109	20181112
油漆工	伽师县	县	20181109	20181112
抹灰工	伽师县	县	20181109	20181112
钢筋工	伽师县	县	20181109	20181112
焊工	伽师县	县	20181109	20181112
架子工	伽师县	县	20181109	20181112
混凝土工	伽师县	县	20181109	20181112
安装工	伽师县	县	20181109	20181112
水电工	伽师县	县	20181109	20181112
铺装工	伽师县	县	20181109	20181112
防水工	伽师县	县	20181109	20181112
吊顶工	伽师县	县	20181109	20181112
管道工	伽师县	县	20181109	20181112
普工/杂工	伽师县	县	20181109	20181112
项目经理	伽师县	县	20181109	20181112
监理	伽师县	县	20181109	20181112
劳务经理	伽师县	县	20181109	20181112
模板工	伽师县	县	20181109	20181112
爆破工	伽师县	县	20181109	20181112
养护工	伽师县	县	20181109	20181112
古建工	伽师县	县	20181109	20181112
拆除工	伽师县	县	20181109	20181112
工程机械	伽师县	县	20181109	20181112
园林绿化	伽师县	县	20181109	20181112
其他工种	伽师县	县	20181109	20181112
﻿工长	宁波市	市	20181109	20181112
电工	宁波市	市	20181109	20181112
木工	宁波市	市	20181109	20181112
瓦工	宁波市	市	20181109	20181112
油漆工	宁波市	市	20181109	20181112
抹灰工	宁波市	市	20181109	20181112
钢筋工	宁波市	市	20181109	20181112
焊工	宁波市	市	20181109	20181112
架子工	宁波市	市	20181109	20181112
混凝土工	宁波市	市	20181109	20181112
安装工	宁波市	市	20181109	20181112
水电工	宁波市	市	20181109	20181112
铺装工	宁波市	市	20181109	20181112
防水工	宁波市	市	20181109	20181112
吊顶工	宁波市	市	20181109	20181112
管道工	宁波市	市	20181109	20181112
普工/杂工	宁波市	市	20181109	20181112
项目经理	宁波市	市	20181109	20181112
监理	宁波市	市	20181109	20181112
劳务经理	宁波市	市	20181109	20181112
模板工	宁波市	市	20181109	20181112
爆破工	宁波市	市	20181109	20181112
养护工	宁波市	市	20181109	20181112
古建工	宁波市	市	20181109	20181112
拆除工	宁波市	市	20181109	20181112
工程机械	宁波市	市	20181109	20181112
园林绿化	宁波市	市	20181109	20181112
其他工种	宁波市	市	20181109	20181112
﻿工长	云霄县	县	20181109	20181112
电工	云霄县	县	20181109	20181112
木工	云霄县	县	20181109	20181112
瓦工	云霄县	县	20181109	20181112
油漆工	云霄县	县	20181109	20181112
抹灰工	云霄县	县	20181109	20181112
钢筋工	云霄县	县	20181109	20181112
焊工	云霄县	县	20181109	20181112
架子工	云霄县	县	20181109	20181112
混凝土工	云霄县	县	20181109	20181112
安装工	云霄县	县	20181109	20181112
水电工	云霄县	县	20181109	20181112
铺装工	云霄县	县	20181109	20181112
防水工	云霄县	县	20181109	20181112
吊顶工	云霄县	县	20181109	20181112
管道工	云霄县	县	20181109	20181112
普工/杂工	云霄县	县	20181109	20181112
项目经理	云霄县	县	20181109	20181112
监理	云霄县	县	20181109	20181112
劳务经理	云霄县	县	20181109	20181112
模板工	云霄县	县	20181109	20181112
爆破工	云霄县	县	20181109	20181112
养护工	云霄县	县	20181109	20181112
古建工	云霄县	县	20181109	20181112
拆除工	云霄县	县	20181109	20181112
工程机械	云霄县	县	20181109	20181112
园林绿化	云霄县	县	20181109	20181112
其他工种	云霄县	县	20181109	20181112
﻿工长	将乐县	县	20181109	20181112
电工	将乐县	县	20181109	20181112
木工	将乐县	县	20181109	20181112
瓦工	将乐县	县	20181109	20181112
油漆工	将乐县	县	20181109	20181112
抹灰工	将乐县	县	20181109	20181112
钢筋工	将乐县	县	20181109	20181112
焊工	将乐县	县	20181109	20181112
架子工	将乐县	县	20181109	20181112
混凝土工	将乐县	县	20181109	20181112
安装工	将乐县	县	20181109	20181112
水电工	将乐县	县	20181109	20181112
铺装工	将乐县	县	20181109	20181112
防水工	将乐县	县	20181109	20181112
吊顶工	将乐县	县	20181109	20181112
管道工	将乐县	县	20181109	20181112
普工/杂工	将乐县	县	20181109	20181112
项目经理	将乐县	县	20181109	20181112
监理	将乐县	县	20181109	20181112
劳务经理	将乐县	县	20181109	20181112
模板工	将乐县	县	20181109	20181112
爆破工	将乐县	县	20181109	20181112
养护工	将乐县	县	20181109	20181112
古建工	将乐县	县	20181109	20181112
拆除工	将乐县	县	20181109	20181112
工程机械	将乐县	县	20181109	20181112
园林绿化	将乐县	县	20181109	20181112
其他工种	将乐县	县	20181109	20181112
﻿工长	襄城县	县	20181109	20181112
电工	襄城县	县	20181109	20181112
木工	襄城县	县	20181109	20181112
瓦工	襄城县	县	20181109	20181112
油漆工	襄城县	县	20181109	20181112
抹灰工	襄城县	县	20181109	20181112
钢筋工	襄城县	县	20181109	20181112
焊工	襄城县	县	20181109	20181112
架子工	襄城县	县	20181109	20181112
混凝土工	襄城县	县	20181109	20181112
安装工	襄城县	县	20181109	20181112
水电工	襄城县	县	20181109	20181112
铺装工	襄城县	县	20181109	20181112
防水工	襄城县	县	20181109	20181112
吊顶工	襄城县	县	20181109	20181112
管道工	襄城县	县	20181109	20181112
普工/杂工	襄城县	县	20181109	20181112
项目经理	襄城县	县	20181109	20181112
监理	襄城县	县	20181109	20181112
劳务经理	襄城县	县	20181109	20181112
模板工	襄城县	县	20181109	20181112
爆破工	襄城县	县	20181109	20181112
养护工	襄城县	县	20181109	20181112
古建工	襄城县	县	20181109	20181112
拆除工	襄城县	县	20181109	20181112
工程机械	襄城县	县	20181109	20181112
园林绿化	襄城县	县	20181109	20181112
其他工种	襄城县	县	20181109	20181112
﻿工长	丹寨县	县	20181109	20181112
电工	丹寨县	县	20181109	20181112
木工	丹寨县	县	20181109	20181112
瓦工	丹寨县	县	20181109	20181112
油漆工	丹寨县	县	20181109	20181112
抹灰工	丹寨县	县	20181109	20181112
钢筋工	丹寨县	县	20181109	20181112
焊工	丹寨县	县	20181109	20181112
架子工	丹寨县	县	20181109	20181112
混凝土工	丹寨县	县	20181109	20181112
安装工	丹寨县	县	20181109	20181112
水电工	丹寨县	县	20181109	20181112
铺装工	丹寨县	县	20181109	20181112
防水工	丹寨县	县	20181109	20181112
吊顶工	丹寨县	县	20181109	20181112
管道工	丹寨县	县	20181109	20181112
普工/杂工	丹寨县	县	20181109	20181112
项目经理	丹寨县	县	20181109	20181112
监理	丹寨县	县	20181109	20181112
劳务经理	丹寨县	县	20181109	20181112
模板工	丹寨县	县	20181109	20181112
爆破工	丹寨县	县	20181109	20181112
养护工	丹寨县	县	20181109	20181112
古建工	丹寨县	县	20181109	20181112
拆除工	丹寨县	县	20181109	20181112
工程机械	丹寨县	县	20181109	20181112
园林绿化	丹寨县	县	20181109	20181112
其他工种	丹寨县	县	20181109	20181112
﻿工长	九原区	县	20181109	20181112
电工	九原区	县	20181109	20181112
木工	九原区	县	20181109	20181112
瓦工	九原区	县	20181109	20181112
油漆工	九原区	县	20181109	20181112
抹灰工	九原区	县	20181109	20181112
钢筋工	九原区	县	20181109	20181112
焊工	九原区	县	20181109	20181112
架子工	九原区	县	20181109	20181112
混凝土工	九原区	县	20181109	20181112
安装工	九原区	县	20181109	20181112
水电工	九原区	县	20181109	20181112
铺装工	九原区	县	20181109	20181112
防水工	九原区	县	20181109	20181112
吊顶工	九原区	县	20181109	20181112
管道工	九原区	县	20181109	20181112
普工/杂工	九原区	县	20181109	20181112
项目经理	九原区	县	20181109	20181112
监理	九原区	县	20181109	20181112
劳务经理	九原区	县	20181109	20181112
模板工	九原区	县	20181109	20181112
爆破工	九原区	县	20181109	20181112
养护工	九原区	县	20181109	20181112
古建工	九原区	县	20181109	20181112
拆除工	九原区	县	20181109	20181112
工程机械	九原区	县	20181109	20181112
园林绿化	九原区	县	20181109	20181112
其他工种	九原区	县	20181109	20181112
﻿工长	南长区	县	20181109	20181112
电工	南长区	县	20181109	20181112
木工	南长区	县	20181109	20181112
瓦工	南长区	县	20181109	20181112
油漆工	南长区	县	20181109	20181112
抹灰工	南长区	县	20181109	20181112
钢筋工	南长区	县	20181109	20181112
焊工	南长区	县	20181109	20181112
架子工	南长区	县	20181109	20181112
混凝土工	南长区	县	20181109	20181112
安装工	南长区	县	20181109	20181112
水电工	南长区	县	20181109	20181112
铺装工	南长区	县	20181109	20181112
防水工	南长区	县	20181109	20181112
吊顶工	南长区	县	20181109	20181112
管道工	南长区	县	20181109	20181112
普工/杂工	南长区	县	20181109	20181112
项目经理	南长区	县	20181109	20181112
监理	南长区	县	20181109	20181112
劳务经理	南长区	县	20181109	20181112
模板工	南长区	县	20181109	20181112
爆破工	南长区	县	20181109	20181112
养护工	南长区	县	20181109	20181112
古建工	南长区	县	20181109	20181112
拆除工	南长区	县	20181109	20181112
工程机械	南长区	县	20181109	20181112
园林绿化	南长区	县	20181109	20181112
其他工种	南长区	县	20181109	20181112
﻿工长	毕节地区	市	20181109	20181112
电工	毕节地区	市	20181109	20181112
木工	毕节地区	市	20181109	20181112
瓦工	毕节地区	市	20181109	20181112
油漆工	毕节地区	市	20181109	20181112
抹灰工	毕节地区	市	20181109	20181112
钢筋工	毕节地区	市	20181109	20181112
焊工	毕节地区	市	20181109	20181112
架子工	毕节地区	市	20181109	20181112
混凝土工	毕节地区	市	20181109	20181112
安装工	毕节地区	市	20181109	20181112
水电工	毕节地区	市	20181109	20181112
铺装工	毕节地区	市	20181109	20181112
防水工	毕节地区	市	20181109	20181112
吊顶工	毕节地区	市	20181109	20181112
管道工	毕节地区	市	20181109	20181112
普工/杂工	毕节地区	市	20181109	20181112
项目经理	毕节地区	市	20181109	20181112
监理	毕节地区	市	20181109	20181112
劳务经理	毕节地区	市	20181109	20181112
模板工	毕节地区	市	20181109	20181112
爆破工	毕节地区	市	20181109	20181112
养护工	毕节地区	市	20181109	20181112
古建工	毕节地区	市	20181109	20181112
拆除工	毕节地区	市	20181109	20181112
工程机械	毕节地区	市	20181109	20181112
园林绿化	毕节地区	市	20181109	20181112
其他工种	毕节地区	市	20181109	20181112
﻿工长	襄阳区	县	20181109	20181112
电工	襄阳区	县	20181109	20181112
木工	襄阳区	县	20181109	20181112
瓦工	襄阳区	县	20181109	20181112
油漆工	襄阳区	县	20181109	20181112
抹灰工	襄阳区	县	20181109	20181112
钢筋工	襄阳区	县	20181109	20181112
